gender,cursmoke,diabetes,bpmeds,bmicat,agecat,tbin,D,Y,Rate,Lower,Upper,L
0,1,0,0,2,1,0,1,177618,5.63E-06,7.93E-07,4.00E-05,1825
0,1,0,0,2,2,0,8,339859,2.35E-05,1.18E-05,4.71E-05,1825
0,1,0,0,2,3,0,7,231255,3.03E-05,1.44E-05,6.35E-05,1825
0,1,0,0,2,4,0,11,105805,0.000103965,5.76E-05,0.00018773,1825
0,1,0,0,3,1,0,2,168779,1.18E-05,2.96E-06,4.74E-05,1825
0,1,0,0,3,2,0,5,415253,1.20E-05,5.01E-06,2.89E-05,1825
0,1,0,0,3,3,0,10,268211,3.73E-05,2.01E-05,6.93E-05,1825
0,1,0,0,3,4,0,7,84681,8.27E-05,3.94E-05,0.000173395,1825
0,1,0,0,4,1,0,0,52925,0,,,1825
0,1,0,0,4,2,0,2,79259,2.52E-05,6.31E-06,0.000100895,1825
0,1,0,0,4,3,0,1,40086,2.49E-05,3.51E-06,0.000177096,1825
0,1,0,0,4,4,0,1,16187,6.18E-05,8.70E-06,0.000438566,1825
0,1,0,1,2,1,0,0,1825,0,,,1825
0,1,0,1,2,3,0,1,3221,0.000310463,4.37E-05,0.002203996,1825
0,1,0,1,2,4,0,3,3726,0.000805153,0.000259679,0.002496433,1825
0,1,0,1,3,1,0,0,1825,0,,,1825
0,1,0,1,3,2,0,1,9503,0.00010523,1.48E-05,0.000747035,1825
0,1,0,1,3,3,0,0,5475,0,,,1825
0,1,0,1,3,4,0,1,430,0.002325581,0.00032759,0.016509468,1825
0,1,0,1,4,2,0,0,3650,0,,,1825
0,1,1,0,2,1,0,0,1825,0,,,1825
0,1,1,0,2,2,0,0,3650,0,,,1825
0,1,1,0,2,3,0,1,4222,0.000236855,3.34E-05,0.001681448,1825
0,1,1,0,2,4,0,0,1825,0,,,1825
0,1,1,0,3,2,0,0,9125,0,,,1825
0,1,1,0,3,3,0,0,5475,0,,,1825
0,1,1,0,3,4,0,0,1825,0,,,1825
0,1,1,0,4,2,0,0,3650,0,,,1825
0,1,1,0,4,3,0,0,1825,0,,,1825
0,1,1,0,4,4,0,0,3650,0,,,1825
0,0,0,0,1,4,1825,0,3650,0,,,1825
0,0,0,0,2,1,1825,0,58400,0,,,1825
0,0,0,0,2,2,1825,2,97948,2.04E-05,5.11E-06,8.16E-05,1825
0,0,0,0,2,3,1825,3,90270,3.32E-05,1.07E-05,0.000103043,1825
0,0,0,0,2,4,1825,5,60778,8.23E-05,3.42E-05,0.000197648,1825
0,0,0,0,3,1,1825,0,113150,0,,,1825
0,0,0,0,3,2,1825,8,219329,3.65E-05,1.82E-05,7.29E-05,1825
0,0,0,0,3,3,1825,8,256225,3.12E-05,1.56E-05,6.24E-05,1825
0,0,0,0,3,4,1825,6,117850,5.09E-05,2.29E-05,0.000113324,1825
0,0,0,0,4,1,1825,2,31047,6.44E-05,1.61E-05,0.000257573,1825
0,0,0,0,4,2,1825,1,78754,1.27E-05,1.79E-06,9.01E-05,1825
0,0,0,0,4,3,1825,3,38794,7.73E-05,2.49E-05,0.000239772,1825
0,0,0,0,4,4,1825,2,22229,9.00E-05,2.25E-05,0.00035975,1825
0,0,0,1,2,2,1825,0,3650,0,,,1825
0,0,0,1,2,3,1825,2,1797,0.001112966,0.00027835,0.004450126,1825
0,0,0,1,2,4,1825,0,1825,0,,,1825
0,0,0,1,3,2,1825,0,7300,0,,,1825
0,0,0,1,3,3,1825,1,297,0.003367003,0.000474288,0.023902597,1825
0,0,0,1,3,4,1825,1,8084,0.000123701,1.74E-05,0.000878163,1825
0,0,0,1,4,2,1825,0,1825,0,,,1825
0,0,0,1,4,3,1825,0,7300,0,,,1825
0,0,0,1,4,4,1825,0,1825,0,,,1825
0,0,1,0,1,4,1825,1,1743,0.000573723,8.08E-05,0.004072904,1825
0,0,1,0,2,3,1825,0,5475,0,,,1825
0,0,1,0,2,4,1825,0,5475,0,,,1825
0,0,1,0,3,2,1825,0,9125,0,,,1825
0,0,1,0,3,3,1825,2,7908,0.000252908,6.33E-05,0.001011239,1825
0,0,1,0,3,4,1825,1,6823,0.000146563,2.06E-05,0.001040462,1825
0,0,1,0,4,3,1825,1,2193,0.000455996,6.42E-05,0.003237151,1825
0,0,1,0,4,4,1825,2,7848,0.000254842,6.37E-05,0.00101897,1825
0,1,0,0,1,2,1825,0,12775,0,,,1825
0,1,0,0,1,3,1825,0,1825,0,,,1825
0,1,0,0,2,1,1825,1,175421,5.70E-06,8.03E-07,4.05E-05,1825
0,1,0,0,2,2,1825,12,320379,3.75E-05,2.13E-05,6.60E-05,1825
0,1,0,0,2,3,1825,13,215595,6.03E-05,3.50E-05,0.000103845,1825
0,1,0,0,2,4,1825,4,94655,4.23E-05,1.59E-05,0.000112595,1825
0,1,0,0,3,1,1825,1,164822,6.07E-06,8.55E-07,4.31E-05,1825
0,1,0,0,3,2,1825,11,395983,2.78E-05,1.54E-05,5.02E-05,1825
0,1,0,0,3,3,1825,14,248104,5.64E-05,3.34E-05,9.53E-05,1825
0,1,0,0,3,4,1825,8,67843,0.000117919,5.90E-05,0.000235793,1825
0,1,0,0,4,1,1825,0,52925,0,,,1825
0,1,0,0,4,2,1825,1,76253,1.31E-05,1.85E-06,9.31E-05,1825
0,1,0,0,4,3,1825,6,31824,0.000188537,8.47E-05,0.00041966,1825
0,1,0,0,4,4,1825,4,10448,0.000382848,0.00014369,0.001020064,1825
0,1,0,1,2,1,1825,0,1825,0,,,1825
0,1,0,1,2,3,1825,0,1825,0,,,1825
0,1,0,1,3,1,1825,0,1825,0,,,1825
0,1,0,1,3,2,1825,0,9125,0,,,1825
0,1,0,1,3,3,1825,1,5314,0.000188182,2.65E-05,0.001335919,1825
0,1,0,1,4,2,1825,0,3650,0,,,1825
0,1,1,0,2,1,1825,0,1825,0,,,1825
0,1,1,0,2,2,1825,0,3650,0,,,1825
0,1,1,0,2,3,1825,1,2990,0.000334448,4.71E-05,0.002374271,1825
0,1,1,0,2,4,1825,1,1351,0.000740192,0.000104266,0.005254679,1825
0,1,1,0,3,2,1825,0,9125,0,,,1825
0,1,1,0,3,3,1825,1,4762,0.000209996,2.96E-05,0.001490775,1825
0,1,1,0,3,4,1825,1,510,0.001960784,0.000276203,0.013919748,1825
0,1,1,0,4,2,1825,0,3650,0,,,1825
0,1,1,0,4,3,1825,0,1825,0,,,1825
0,1,1,0,4,4,1825,1,1833,0.000545554,7.68E-05,0.003872925,1825
0,0,0,0,1,4,3650,0,3650,0,,,1825
0,0,0,0,2,1,3650,1,56869,1.76E-05,2.48E-06,0.000124832,1825
0,0,0,0,2,2,3650,1,93155,1.07E-05,1.51E-06,7.62E-05,1825
0,0,0,0,2,3,3650,3,86104,3.48E-05,1.12E-05,0.000108029,1825
0,0,0,0,2,4,3650,7,50308,0.000139143,6.63E-05,0.000291867,1825
0,0,0,0,3,1,3650,0,113150,0,,,1825
0,0,0,0,3,2,3650,2,212030,9.43E-06,2.36E-06,3.77E-05,1825
0,0,0,0,3,3,3650,14,239151,5.85E-05,3.47E-05,9.88E-05,1825
0,0,0,0,3,4,3650,20,92647,0.000215873,0.000139272,0.000334606,1825
0,0,0,0,4,1,3650,0,29200,0,,,1825
0,0,0,0,4,2,3650,3,76294,3.93E-05,1.27E-05,0.000121919,1825
0,0,0,0,4,3,3650,0,36500,0,,,1825
0,0,0,0,4,4,3650,6,16550,0.000362538,0.000162874,0.000806965,1825
0,0,0,1,2,2,3650,0,3650,0,,,1825
0,0,0,1,2,4,3650,1,1725,0.00057971,8.17E-05,0.004115404,1825
0,0,0,1,3,2,3650,2,5261,0.000380156,9.51E-05,0.00152003,1825
0,0,0,1,3,4,3650,1,6896,0.000145012,2.04E-05,0.001029448,1825
0,0,0,1,4,2,3650,0,1825,0,,,1825
0,0,0,1,4,3,3650,0,7300,0,,,1825
0,0,0,1,4,4,3650,0,1825,0,,,1825
0,0,1,0,2,3,3650,1,4511,0.00022168,3.12E-05,0.001573725,1825
0,0,1,0,2,4,3650,0,5475,0,,,1825
0,0,1,0,3,2,3650,1,8731,0.000114534,1.61E-05,0.000813088,1825
0,0,1,0,3,3,3650,0,7300,0,,,1825
0,0,1,0,3,4,3650,0,5475,0,,,1825
0,0,1,0,4,3,3650,0,1825,0,,,1825
0,0,1,0,4,4,3650,2,3972,0.000503525,0.00012593,0.002013312,1825
0,1,0,0,1,2,3650,1,12398,8.07E-05,1.14E-05,0.000572598,1825
0,1,0,0,1,3,3650,0,1825,0,,,1825
0,1,0,0,2,1,3650,3,173449,1.73E-05,5.58E-06,5.36E-05,1825
0,1,0,0,2,2,3650,6,305358,1.96E-05,8.83E-06,4.37E-05,1825
0,1,0,0,2,3,3650,19,186195,0.000102044,6.51E-05,0.00015998,1825
0,1,0,0,2,4,3650,19,70928,0.000267877,0.000170866,0.000419967,1825
0,1,0,0,3,1,3650,5,159201,3.14E-05,1.31E-05,7.55E-05,1825
0,1,0,0,3,2,3650,22,366137,6.01E-05,3.96E-05,9.13E-05,1825
0,1,0,0,3,3,3650,15,219275,6.84E-05,4.12E-05,0.00011347,1825
0,1,0,0,3,4,3650,8,53862,0.000148528,7.43E-05,0.000296997,1825
0,1,0,0,4,1,3650,2,51160,3.91E-05,9.78E-06,0.000156311,1825
0,1,0,0,4,2,3650,4,71933,5.56E-05,2.09E-05,0.000148161,1825
0,1,0,0,4,3,3650,1,25870,3.87E-05,5.45E-06,0.000274413,1825
0,1,0,0,4,4,3650,2,4395,0.000455063,0.00011381,0.00181954,1825
0,1,0,1,2,1,3650,0,1825,0,,,1825
0,1,0,1,2,3,3650,1,797,0.001254705,0.000176742,0.008907241,1825
0,1,0,1,3,1,3650,1,1633,0.00061237,8.63E-05,0.004347257,1825
0,1,0,1,3,2,3650,2,6760,0.000295858,7.40E-05,0.00118297,1825
0,1,0,1,3,3,3650,1,3124,0.000320102,4.51E-05,0.00227243,1825
0,1,0,1,4,2,3650,1,2928,0.00034153,4.81E-05,0.002424546,1825
0,1,1,0,2,1,3650,0,1825,0,,,1825
0,1,1,0,2,2,3650,0,3650,0,,,1825
0,1,1,0,2,3,3650,1,1438,0.00069541,9.80E-05,0.004936767,1825
0,1,1,0,3,2,3650,1,8134,0.000122941,1.73E-05,0.000872765,1825
0,1,1,0,3,3,3650,0,3650,0,,,1825
0,1,1,0,4,2,3650,0,3650,0,,,1825
0,1,1,0,4,3,3650,0,1825,0,,,1825
0,1,1,0,4,4,3650,0,1825,0,,,1825
0,0,0,0,1,4,5475,2,2682,0.000745712,0.000186501,0.002981684,1825
0,0,0,0,2,1,5475,0,56575,0,,,1825
0,0,0,0,2,2,5475,4,92204,4.34E-05,1.63E-05,0.000115588,1825
0,0,0,0,2,3,5475,7,76969,9.09E-05,4.34E-05,0.000190768,1825
0,0,0,0,2,4,5475,8,36498,0.00021919,0.000109616,0.000438295,1825
0,0,0,0,3,1,5475,3,109424,2.74E-05,8.84E-06,8.50E-05,1825
0,0,0,0,3,2,5475,10,201733,4.96E-05,2.67E-05,9.21E-05,1825
0,0,0,0,3,3,5475,20,209296,9.56E-05,6.17E-05,0.000148117,1825
0,0,0,0,3,4,5475,16,61634,0.000259597,0.000159037,0.000423741,1825
0,0,0,0,4,1,5475,0,29200,0,,,1825
0,0,0,0,4,2,5475,3,70746,4.24E-05,1.37E-05,0.00013148,1825
0,0,0,0,4,3,5475,7,28123,0.000248907,0.000118662,0.000522108,1825
0,0,0,0,4,4,5475,4,6450,0.000620155,0.000232755,0.001652346,1825
0,0,0,1,2,2,5475,0,3650,0,,,1825
0,0,0,1,3,2,5475,0,3650,0,,,1825
0,0,0,1,3,4,5475,0,5475,0,,,1825
0,0,0,1,4,2,5475,0,1825,0,,,1825
0,0,0,1,4,3,5475,3,3937,0.000762002,0.000245762,0.002362639,1825
0,0,0,1,4,4,5475,1,1063,0.000940734,0.000132515,0.006678336,1825
0,0,1,0,2,3,5475,1,2384,0.000419463,5.91E-05,0.002977798,1825
0,0,1,0,2,4,5475,1,3915,0.000255428,3.60E-05,0.0018133,1825
0,0,1,0,3,2,5475,1,6678,0.000149745,2.11E-05,0.001063054,1825
0,0,1,0,3,3,5475,3,5323,0.000563592,0.00018177,0.001747456,1825
0,0,1,0,3,4,5475,2,4114,0.000486145,0.000121584,0.00194382,1825
0,0,1,0,4,3,5475,1,794,0.001259446,0.00017741,0.008940896,1825
0,0,1,0,4,4,5475,1,257,0.003891051,0.000548107,0.027622846,1825
0,1,0,0,1,2,5475,0,10950,0,,,1825
0,1,0,0,1,3,5475,0,1825,0,,,1825
0,1,0,0,2,1,5475,6,164487,3.65E-05,1.64E-05,8.12E-05,1825
0,1,0,0,2,2,5475,14,286456,4.89E-05,2.89E-05,8.25E-05,1825
0,1,0,0,2,3,5475,15,153540,9.77E-05,5.89E-05,0.00016205,1825
0,1,0,0,2,4,5475,13,45748,0.000284165,0.000165002,0.000489387,1825
0,1,0,0,3,1,5475,3,154238,1.95E-05,6.27E-06,6.03E-05,1825
0,1,0,0,3,2,5475,24,325889,7.36E-05,4.94E-05,0.000109873,1825
0,1,0,0,3,3,5475,24,181820,0.000131999,8.85E-05,0.000196934,1825
0,1,0,0,3,4,5475,7,37316,0.000187587,8.94E-05,0.000393484,1825
0,1,0,0,4,1,5475,0,49275,0,,,1825
0,1,0,0,4,2,5475,6,61582,9.74E-05,4.38E-05,0.00021687,1825
0,1,0,0,4,3,5475,5,21222,0.000235605,9.81E-05,0.000566047,1825
0,1,0,0,4,4,5475,2,2765,0.000723327,0.000180902,0.002892179,1825
0,1,0,1,2,1,5475,0,1825,0,,,1825
0,1,0,1,3,2,5475,1,5241,0.000190803,2.69E-05,0.001354526,1825
0,1,0,1,3,3,5475,0,1825,0,,,1825
0,1,0,1,4,2,5475,0,1825,0,,,1825
0,1,1,0,2,1,5475,0,1825,0,,,1825
0,1,1,0,2,2,5475,0,3650,0,,,1825
0,1,1,0,3,2,5475,2,6539,0.000305857,7.65E-05,0.001222951,1825
0,1,1,0,3,3,5475,2,1085,0.001843318,0.000461009,0.007370393,1825
0,1,1,0,4,2,5475,0,3650,0,,,1825
0,1,1,0,4,3,5475,1,51,0.019607843,0.002762029,0.139197478,1825
0,1,1,0,4,4,5475,1,289,0.003460208,0.000487417,0.024564261,1825
0,0,0,0,2,1,7300,2,44442,4.50E-05,1.13E-05,0.00017994,1825
0,0,0,0,2,2,7300,2,68271,2.93E-05,7.33E-06,0.000117134,1825
0,0,0,0,2,3,7300,7,52708,0.000132807,6.33E-05,0.000278577,1825
0,0,0,0,2,4,7300,9,17928,0.000502008,0.000261202,0.000964816,1825
0,0,0,0,3,1,7300,1,85946,1.16E-05,1.64E-06,8.26E-05,1825
0,0,0,0,3,2,7300,11,146340,7.52E-05,4.16E-05,0.00013573,1825
0,0,0,0,3,3,7300,23,133524,0.000172254,0.000114467,0.000259213,1825
0,0,0,0,3,4,7300,8,32037,0.000249711,0.00012488,0.000499325,1825
0,0,0,0,4,1,7300,1,23285,4.29E-05,6.05E-06,0.000304877,1825
0,0,0,0,4,2,7300,3,52563,5.71E-05,1.84E-05,0.000176963,1825
0,0,0,0,4,3,7300,2,17541,0.000114019,2.85E-05,0.000455896,1825
0,0,0,0,4,4,7300,1,585,0.001709402,0.000240792,0.012135165,1825
0,0,0,1,2,2,7300,1,1855,0.000539084,7.59E-05,0.003826993,1825
0,0,0,1,3,2,7300,1,1518,0.000658762,9.28E-05,0.004676595,1825
0,0,0,1,3,4,7300,2,2218,0.000901713,0.000225516,0.003605445,1825
0,0,0,1,4,2,7300,0,1466,0,,,1825
0,0,0,1,4,3,7300,1,1408,0.000710227,0.000100045,0.005041954,1825
0,0,1,0,2,3,7300,1,520,0.001923077,0.000270891,0.01365206,1825
0,0,1,0,2,4,7300,1,1649,0.000606428,8.54E-05,0.004305077,1825
0,0,1,0,3,2,7300,0,4398,0,,,1825
0,0,1,0,3,3,7300,0,1466,0,,,1825
0,0,1,0,3,4,7300,0,1466,0,,,1825
0,1,0,0,1,2,7300,0,8796,0,,,1825
0,1,0,0,1,3,7300,0,1466,0,,,1825
0,1,0,0,2,1,7300,4,124509,3.21E-05,1.21E-05,8.56E-05,1825
0,1,0,0,2,2,7300,11,209816,5.24E-05,2.90E-05,9.47E-05,1825
0,1,0,0,2,3,7300,17,96544,0.000176086,0.000109465,0.00028325,1825
0,1,0,0,2,4,7300,9,21484,0.000418916,0.000217968,0.000805121,1825
0,1,0,0,3,1,7300,6,116085,5.17E-05,2.32E-05,0.000115047,1825
0,1,0,0,3,2,7300,17,232529,7.31E-05,4.54E-05,0.000117603,1825
0,1,0,0,3,3,7300,21,109493,0.000191793,0.000125051,0.000294158,1825
0,1,0,0,3,4,7300,10,20771,0.00048144,0.000259041,0.00089478,1825
0,1,0,0,4,1,7300,3,36445,8.23E-05,2.65E-05,0.000255226,1825
0,1,0,0,4,2,7300,3,43507,6.90E-05,2.22E-05,0.000213798,1825
0,1,0,0,4,3,7300,6,8918,0.000672797,0.000302261,0.001497564,1825
0,1,0,1,2,1,7300,0,1466,0,,,1825
0,1,0,1,3,2,7300,1,2742,0.000364697,5.14E-05,0.002589012,1825
0,1,0,1,3,3,7300,1,184,0.005434783,0.000765562,0.03858191,1825
0,1,0,1,4,2,7300,0,1466,0,,,1825
0,1,1,0,2,1,7300,0,1466,0,,,1825
0,1,1,0,2,2,7300,1,2186,0.000457457,6.44E-05,0.003247517,1825
0,1,1,0,3,2,7300,1,1938,0.000515996,7.27E-05,0.003663092,1825
0,1,1,0,4,2,7300,1,1526,0.000655308,9.23E-05,0.004652078,1825
